Strain,Replicate,TechRep,Drug,LevelEvolvedTo,Time,OD_24h,OD_48h,OD_72h,Person,,,,,,,,
y110,9,B,0.5,0.5,t5,0.2804,0.1794,0.1841,M,,,,,,,,
y110,10,B,0.5,0.5,t5,0.3402,0.3152,0.3719,M,,,,,,,,
y110,11,B,0.5,0.5,t5,0.2782,0.1761,0.1767,M,,,,,,,,
y110,12,B,0.5,0.5,t5,0.2529,0.1696,0.1652,M,,,,,,,,
y110,1,B mixed,0.5,0.5,t5,,,0.0974,M,,,,,,,,
y110,2,B mixed,0.5,0.5,t5,,,0.1004,M,,,,,,,,
y110,3,B mixed,0.5,0.5,t5,,,0.099,M,,,,,,,,
y110,4,B mixed,0.5,0.5,t5,,,0.0967,M,,,,,,,,
y110,5,B mixed,0.5,0.5,t5,,,0.0993,M,,,,,,,,
y110,6,B mixed,0.5,0.5,t5,,,0.3114,M,,,,,,,,
y110,7,B mixed,0.5,0.5,t5,,,0.2592,M,,,,,,,,
y110,8,B mixed,0.5,0.5,t5,,,0.0969,M,,,,,,,,
y110,9,B mixed,0.5,0.5,t5,,,0.0984,M,,,,,,,,
y110,10,B mixed,0.5,0.5,t5,,,0.3507,M,,,,,,,,
y110,11,B mixed,0.5,0.5,t5,,,0.1012,M,,,,,,,,
y110,12,B mixed,0.5,0.5,t5,,,0.0982,M,,,,,,,,
y110,1,A,2,0.5,t5,0.1913,0.1623,0.1568,M,,,,,,,,
y110,2,A,2,0.5,t5,0.2496,0.2045,0.2022,M,,,,,,,,
y110,3,A,2,0.5,t5,0.1989,0.1631,0.1675,M,,,,,,,,
y110,4,A,2,0.5,t5,0.2318,0.1622,0.1686,M,,,,,,,,
y110,5,A,2,0.5,t5,0.229,0.1662,0.1785,M,,,,,,,,
y110,6,A,2,0.5,t5,0.2885,0.322,0.4182,M,,,,,,,,
y110,7,A,2,0.5,t5,0.3034,0.2845,0.3448,M,,,,,,,,
y110,8,A,2,0.5,t5,0.2028,0.1488,0.1526,M,,,,,,,,
y110,9,A,2,0.5,t5,0.2143,0.1522,0.1526,M,,,,,,,,
y110,10,A,2,0.5,t5,0.2815,0.2934,0.3619,M,,,,,,,,
y110,11,A,2,0.5,t5,0.1888,0.1505,0.1506,M,,,,,,,,
y110,12,A,2,0.5,t5,0.2987,0.208,0.209,M,,,,,,,,
y110,1,A mixed,2,0.5,t5,,,0.1056,M,,,,,,,,
y110,2,A mixed,2,0.5,t5,,,0.1252,M,,,,,,,,
y110,3,A mixed,2,0.5,t5,,,0.1394,M,,,,,,,,
y110,4,A mixed,2,0.5,t5,,,0.1192,M,,,,,,,,
y110,5,A mixed,2,0.5,t5,,,0.1255,M,,,,,,,,
y110,6,A mixed,2,0.5,t5,,,0.3504,M,,,,,,,,
y110,7,A mixed,2,0.5,t5,,,0.2948,M,,,,,,,,
y110,8,A mixed,2,0.5,t5,,,0.1221,M,,,,,,,,
y110,9,A mixed,2,0.5,t5,,,0.1243,M,,,,,,,,
y110,10,A mixed,2,0.5,t5,,,0.3142,M,,,,,,,,
y110,11,A mixed,2,0.5,t5,,,0.114,M,,,,,,,,
y110,12,A mixed,2,0.5,t5,,,0.1571,M,,,,,,,,
y110,1,B,2,0.5,t5,0.2112,0.1695,0.1727,M,,,,,,,,
y110,2,B,2,0.5,t5,0.24,0.1665,0.1709,M,,,,,,,,
y110,3,B,2,0.5,t5,0.2477,0.1668,0.1681,M,,,,,,,,
y110,4,B,2,0.5,t5,0.2326,0.1598,0.1665,M,,,,,,,,
y110,5,B,2,0.5,t5,0.2153,0.1576,0.168,M,,,,,,,,
y110,6,B,2,0.5,t5,0.2858,0.3135,0.4203,M,,,,,,,,
y110,7,B,2,0.5,t5,0.2903,0.2727,0.3444,M,,,,,,,,
y110,8,B,2,0.5,t5,0.232,0.1604,0.1723,M,,,,,,,,
y110,9,B,2,0.5,t5,0.2242,0.1701,0.1728,M,,,,,,,,
y110,10,B,2,0.5,t5,0.2825,0.3121,0.3775,M,,,,,,,,
y110,11,B,2,0.5,t5,0.2008,0.1639,0.1638,M,,,,,,,,
y110,12,B,2,0.5,t5,0.1963,0.163,0.1611,M,,,,,,,,
y110,1,B mixed,2,0.5,t5,,,0.104,M,,,,,,,,
y110,2,B mixed,2,0.5,t5,,,0.1218,M,,,,,,,,
y110,3,B mixed,2,0.5,t5,,,0.1196,M,,,,,,,,
y110,4,B mixed,2,0.5,t5,,,0.1194,M,,,,,,,,
y110,5,B mixed,2,0.5,t5,,,0.1193,M,,,,,,,,
y110,6,B mixed,2,0.5,t5,,,0.3964,M,,,,,,,,
y110,7,B mixed,2,0.5,t5,,,0.2849,M,,,,,,,,
y110,8,B mixed,2,0.5,t5,,,0.1116,M,,,,,,,,
y110,9,B mixed,2,0.5,t5,,,0.1151,M,,,,,,,,
y110,10,B mixed,2,0.5,t5,,,0.2468,M,,,,,,,,
y110,11,B mixed,2,0.5,t5,,,0.11,M,,,,,,,,
y110,12,B mixed,2,0.5,t5,,,0.1034,M,,,,,,,,
y110,1,A,8,0.5,t5,0.2851,0.3675,0.3371,M,,,,,,,,
y110,2,A,8,0.5,t5,0.3233,0.3924,0.3448,M,,,,,,,,
y110,3,A,8,0.5,t5,0.3254,0.3848,0.3259,M,,,,,,,,
y110,4,A,8,0.5,t5,0.3156,0.3788,0.3409,M,,,,,,,,
y110,5,A,8,0.5,t5,0.3145,0.372,0.335,M,,,,,,,,
y110,6,A,8,0.5,t5,0.3689,0.5073,0.5594,M,,,,,,,,
y110,7,A,8,0.5,t5,0.3537,0.4468,0.4508,M,,,,,,,,
y110,8,A,8,0.5,t5,0.2842,0.3521,0.3293,M,,,,,,,,
y110,9,A,8,0.5,t5,0.2874,0.3591,0.3311,M,,,,,,,,
y110,10,A,8,0.5,t5,0.352,0.4812,0.5047,M,,,,,,,,
y110,11,A,8,0.5,t5,0.2898,0.3623,0.3236,M,,,,,,,,
y110,12,A,8,0.5,t5,0.257,0.3458,0.3184,M,,,,,,,,
y110,1,A mixed,8,0.5,t5,,,0.1683,M,,,,,,,,
y110,2,A mixed,8,0.5,t5,,,0.1709,M,,,,,,,,
y110,3,A mixed,8,0.5,t5,,,0.1647,M,,,,,,,,
y110,4,A mixed,8,0.5,t5,,,0.1729,M,,,,,,,,
y110,5,A mixed,8,0.5,t5,,,0.166,M,,,,,,,,
y110,6,A mixed,8,0.5,t5,,,0.3393,M,,,,,,,,
y110,7,A mixed,8,0.5,t5,,,0.3467,M,,,,,,,,
y110,8,A mixed,8,0.5,t5,,,0.1654,M,,,,,,,,
y110,9,A mixed,8,0.5,t5,,,0.1662,M,,,,,,,,
y110,10,A mixed,8,0.5,t5,,,0.3627,M,,,,,,,,
y110,11,A mixed,8,0.5,t5,,,0.1694,M,,,,,,,,
y110,12,A mixed,8,0.5,t5,,,0.1584,M,,,,,,,,
y110,1,B,8,0.5,t5,0.27,0.3839,0.3294,M,,,,,,,,
y110,2,B,8,0.5,t5,0.2835,0.3852,0.3563,M,,,,,,,,
y110,3,B,8,0.5,t5,0.3173,0.4171,0.3419,M,,,,,,,,
y110,4,B,8,0.5,t5,0.2981,0.4049,0.3348,M,,,,,,,,
y110,5,B,8,0.5,t5,0.3144,0.4134,0.3402,M,,,,,,,,
y110,6,B,8,0.5,t5,0.3561,0.5384,0.5646,M,,,,,,,,
y110,7,B,8,0.5,t5,0.3614,0.5208,0.5362,M,,,,,,,,
y110,8,B,8,0.5,t5,0.3111,0.3939,0.3206,M,,,,,,,,
y110,9,B,8,0.5,t5,0.2899,0.3963,0.3238,M,,,,,,,,
y110,10,B,8,0.5,t5,0.3322,0.5036,0.5219,M,,,,,,,,
y110,11,B,8,0.5,t5,0.2701,0.3681,0.319,M,,,,,,,,
y110,12,B,8,0.5,t5,0.2045,0.3557,0.3189,M,,,,,,,,
y110,1,B mixed,8,0.5,t5,,,0.1763,M,,,,,,,,
y110,2,B mixed,8,0.5,t5,,,0.2071,M,,,,,,,,
y110,3,B mixed,8,0.5,t5,,,0.1927,M,,,,,,,,
y110,4,B mixed,8,0.5,t5,,,0.196,M,,,,,,,,
y110,5,B mixed,8,0.5,t5,,,0.1679,M,,,,,,,,
y110,6,B mixed,8,0.5,t5,,,0.6988,M,,,,,,,,
y110,7,B mixed,8,0.5,t5,,,0.4201,M,,,,,,,,
y110,8,B mixed,8,0.5,t5,,,0.178,M,,,,,,,,
y110,9,B mixed,8,0.5,t5,,,0.1748,M,,,,,,,,
y110,10,B mixed,8,0.5,t5,,,0.598,M,,,,,,,,
y110,11,B mixed,8,0.5,t5,,,0.1677,M,,,,,,,,
y110,12,B mixed,8,0.5,t5,,,0.1733,M,,,,,,,,
y116,1,A,8,,t0,0.3172,0.3441,0.3435,M,,,,,,,,
y116,2,A,4,,t0,0.2939,0.3194,0.3244,M,,,,,,,,
y116,3,A,2,,t0,0.4947,0.4135,0.3214,M,,,,,,,,
y116,4,A,1,,t0,0.5951,0.6956,0.7331,M,,,,,,,,
y116,5,A,0.5,,t0,0.5538,0.593,0.6291,M,,,,,,,,
y116,6,A,0.25,,t0,0.6283,0.6402,0.7035,M,,,,,,,,
y116,7,A,0.125,,t0,0.6131,0.6478,0.7636,M,,,,,,,,
y116,8,A,0.63,,t0,0.632,0.7258,0.6956,M,,,,,,,,
y116,9,A,0.31,,t0,0.6286,0.6988,0.7552,M,,,,,,,,
y116,10,A,0.016,,t0,0.3946,0.477,0.537,M,,,,,,,,
y116,11,A,0,,t0,1.1956,1.2283,1.2311,M,,,,,,,,
blank,12,A,0,,blank,0.1374,0.1598,0.1495,M,,,,,,,,
y116,1,A mixed,8,,t0,,,0.3053,M,,,,,,,,
y116,2,A mixed,4,,t0,,,0.3008,M,,,,,,,,
y116,3,A mixed,2,,t0,,,0.3042,M,,,,,,,,
y116,4,A mixed,1,,t0,,,0.3847,M,,,,,,,,
y116,5,A mixed,0.5,,t0,,,0.3774,M,,,,,,,,
y116,6,A mixed,0.25,,t0,,,0.3932,M,,,,,,,,
y116,7,A mixed,0.125,,t0,,,0.3942,M,,,,,,,,
y116,8,A mixed,0.63,,t0,,,0.4692,M,,,,,,,,
y116,9,A mixed,0.31,,t0,,,0.6216,M,,,,,,,,
y116,10,A mixed,0.016,,t0,,,0.6335,M,,,,,,,,
y116,11,A mixed,0,,t0,,,1.1837,M,,,,,,,,
blank,12,A mixed,0,,blank,,,0.095,M,,,,,,,,
y116,1,B,8,,t0,0.303,0.3928,0.3867,M,,,,,,,,
y116,2,B,4,,t0,0.2848,0.3687,0.3966,M,,,,,,,,
y116,3,B,2,,t0,0.2973,0.3811,0.3909,M,,,,,,,,
y116,4,B,1,,t0,0.3133,0.3853,0.399,M,,,,,,,,
y116,5,B,0.5,,t0,0.3585,0.4608,0.4607,M,,,,,,,,
y116,6,B,0.25,,t0,0.3036,0.3861,0.435,M,,,,,,,,
y116,7,B,0.125,,t0,0.3304,0.4112,0.4398,M,,,,,,,,
y116,8,B,0.63,,t0,0.3285,0.3886,0.408,M,,,,,,,,
y116,9,B,0.31,,t0,0.4085,0.5262,0.581,M,,,,,,,,
y116,10,B,0.016,,t0,0.392,0.52,0.6056,M,,,,,,,,
y116,11,B,0,,t0,1.2633,1.3337,1.3162,M,,,,,,,,
blank,12,B,0,,blank,0.1208,0.1635,0.1529,M,,,,,,,,
y116,1,B mixed,8,,t0,,,0.3144,M,,,,,,,,
y116,2,B mixed,4,,t0,,,0.3276,M,,,,,,,,
y116,3,B mixed,2,,t0,,,0.2812,M,,,,,,,,
y116,4,B mixed,1,,t0,,,0.3174,M,,,,,,,,
y116,5,B mixed,0.5,,t0,,,0.3101,M,,,,,,,,
y116,6,B mixed,0.25,,t0,,,0.3553,M,,,,,,,,
y116,7,B mixed,0.125,,t0,,,0.3475,M,,,,,,,,
y116,8,B mixed,0.63,,t0,,,0.3483,M,,,,,,,,
y116,9,B mixed,0.31,,t0,,,0.4596,M,,,,,,,,
y116,10,B mixed,0.016,,t0,,,0.4315,M,,,,,,,,
y116,11,B mixed,0,,t0,,,1.0444,M,,,,,,,,
blank,12,B mixed,0,,blank,,,0.0961,M,,,,,,,,
y116,1,A,0,0.5,t5,0.1862,0.1525,0.149,M,,,,,,,,
y116,2,A,0,0.5,t5,0.1954,0.1566,0.159,M,,,,,,,,
y116,3,A,0,0.5,t5,0.1889,0.1611,0.1664,M,,,,,,,,
y116,4,A,0,0.5,t5,0.1947,0.1644,0.1759,M,,,,,,,,
y116,5,A,0,0.5,t5,0.2,0.1709,0.1726,M,,,,,,,,
y116,6,A,0,0.5,t5,0.1982,0.1608,0.1642,M,,,,,,,,
y116,7,A,0,0.5,t5,1.2848,1.3865,1.3997,M,,,,,,,,
y116,8,A,0,0.5,t5,1.2119,1.2527,1.2638,M,,,,,,,,
y116,9,A,0,0.5,t5,0.1461,0.1609,0.162,M,,,,,,,,
y116,10,A,0,0.5,t5,1.1377,1.3472,1.3596,M,,,,,,,,
y116,11,A,0,0.5,t5,0.139,0.1573,0.1562,M,,,,,,,,
y116,12,A,0,0.5,t5,0.1293,0.1436,0.1463,M,,,,,,,,
y116,1,A mixed,0,0.5,t5,,,0.098,M,,,,,,,,
y116,2,A mixed,0,0.5,t5,,,0.0966,M,,,,,,,,
y116,3,A mixed,0,0.5,t5,,,0.1034,M,,,,,,,,
y116,4,A mixed,0,0.5,t5,,,0.1153,M,,,,,,,,
y116,5,A mixed,0,0.5,t5,,,0.1169,M,,,,,,,,
y116,6,A mixed,0,0.5,t5,,,0.122,M,,,,,,,,
y116,7,A mixed,0,0.5,t5,,,1.1486,M,,,,,,,,
y116,8,A mixed,0,0.5,t5,,,1.0778,M,,,,,,,,
y116,9,A mixed,0,0.5,t5,,,0.0996,M,,,,,,,,
y116,10,A mixed,0,0.5,t5,,,1.1504,M,,,,,,,,
y116,11,A mixed,0,0.5,t5,,,0.1518,M,,,,,,,,
y116,12,A mixed,0,0.5,t5,,,0.0956,M,,,,,,,,
y116,1,B,0,0.5,t5,0.1684,0.1508,0.1507,M,,,,,,,,
y116,2,B,0,0.5,t5,0.1945,0.1578,0.1582,M,,,,,,,,
y116,3,B,0,0.5,t5,0.1799,0.1644,0.164,M,,,,,,,,
y116,4,B,0,0.5,t5,0.143,0.155,0.1577,M,,,,,,,,
y116,5,B,0,0.5,t5,0.1787,0.1554,0.1576,M,,,,,,,,
y116,6,B,0,0.5,t5,0.1497,0.1516,0.153,M,,,,,,,,
y116,7,B,0,0.5,t5,1.2864,1.2975,1.2973,M,,,,,,,,
y116,8,B,0,0.5,t5,1.1832,1.2136,1.2071,M,,,,,,,,
y116,9,B,0,0.5,t5,0.1368,0.1596,0.1545,M,,,,,,,,
y116,10,B,0,0.5,t5,1.2925,1.3439,1.3408,M,,,,,,,,
y116,11,B,0,0.5,t5,0.1574,0.1616,0.1516,M,,,,,,,,
y116,12,B,0,0.5,t5,0.1194,0.1411,0.1477,M,,,,,,,,
y116,1,B mixed,0,0.5,t5,,,0.0992,M,,,,,,,,
y116,2,B mixed,0,0.5,t5,,,0.0954,M,,,,,,,,
y116,3,B mixed,0,0.5,t5,,,0.0979,M,,,,,,,,
y116,4,B mixed,0,0.5,t5,,,0.0966,M,,,,,,,,
y116,5,B mixed,0,0.5,t5,,,0.0969,M,,,,,,,,
y116,6,B mixed,0,0.5,t5,,,0.1058,M,,,,,,,,
y116,7,B mixed,0,0.5,t5,,,1.1727,M,,,,,,,,
y116,8,B mixed,0,0.5,t5,,,1.0601,M,,,,,,,,
y116,9,B mixed,0,0.5,t5,,,0.0951,M,,,,,,,,
y116,10,B mixed,0,0.5,t5,,,1.1501,M,,,,,,,,
y116,11,B mixed,0,0.5,t5,,,0.0959,M,,,,,,,,
y116,12,B mixed,0,0.5,t5,,,0.1032,M,,,,,,,,
y116,1,A,0.5,0.5,t5,0.2442,0.1722,0.1665,M,,,,,,,,
y116,2,A,0.5,0.5,t5,0.2551,0.1795,0.174,M,,,,,,,,
y116,3,A,0.5,0.5,t5,0.2822,0.1862,0.1811,M,,,,,,,,
y116,4,A,0.5,0.5,t5,0.2646,0.1882,0.1849,M,,,,,,,,
y116,5,A,0.5,0.5,t5,0.2722,0.1886,0.1901,M,,,,,,,,
y116,6,A,0.5,0.5,t5,0.2755,0.1849,0.1875,M,,,,,,,,
y116,7,A,0.5,0.5,t5,0.3485,0.3714,0.4559,M,,,,,,,,
y116,8,A,0.5,0.5,t5,0.4292,0.4535,0.5349,M,,,,,,,,
y116,9,A,0.5,0.5,t5,0.2684,0.1831,0.1802,M,,,,,,,,
y116,10,A,0.5,0.5,t5,0.3765,0.4057,0.5122,M,,,,,,,,
y116,11,A,0.5,0.5,t5,0.2766,0.1755,0.1772,M,,,,,,,,
y116,12,A,0.5,0.5,t5,0.2933,0.1747,0.1776,M,,,,,,,,
y116,1,A mixed,0.5,0.5,t5,,,0.1116,M,,,,,,,,
y116,2,A mixed,0.5,0.5,t5,,,0.0992,M,,,,,,,,
y116,3,A mixed,0.5,0.5,t5,,,0.1108,M,,,,,,,,
y116,4,A mixed,0.5,0.5,t5,,,0.1167,M,,,,,,,,
y116,5,A mixed,0.5,0.5,t5,,,0.1222,M,,,,,,,,
y116,6,A mixed,0.5,0.5,t5,,,0.1235,M,,,,,,,,
y116,7,A mixed,0.5,0.5,t5,,,0.4298,M,,,,,,,,
y116,8,A mixed,0.5,0.5,t5,,,0.5648,M,,,,,,,,
y116,9,A mixed,0.5,0.5,t5,,,0.1128,M,,,,,,,,
y116,10,A mixed,0.5,0.5,t5,,,0.4665,M,,,,,,,,
y116,11,A mixed,0.5,0.5,t5,,,0.1021,M,,,,,,,,
y116,12,A mixed,0.5,0.5,t5,,,0.1017,M,,,,,,,,
y116,1,B,0.5,0.5,t5,0.232,0.159,0.1514,M,,,,,,,,
y116,2,B,0.5,0.5,t5,0.2602,0.1693,0.1696,M,,,,,,,,
y116,3,B,0.5,0.5,t5,0.2597,0.1741,0.1754,M,,,,,,,,
y116,4,B,0.5,0.5,t5,0.2498,0.1714,0.1744,M,,,,,,,,
y116,5,B,0.5,0.5,t5,0.2465,0.1676,0.172,M,,,,,,,,
y116,6,B,0.5,0.5,t5,0.2388,0.2124,0.1999,M,,,,,,,,
y116,7,B,0.5,0.5,t5,0.3459,0.3551,0.4258,M,,,,,,,,
y116,8,B,0.5,0.5,t5,0.4386,0.4264,0.4691,M,,,,,,,,
y116,9,B,0.5,0.5,t5,0.266,0.174,0.1753,M,,,,,,,,
y116,10,B,0.5,0.5,t5,0.369,0.3831,0.4844,M,,,,,,,,
y116,11,B,0.5,0.5,t5,0.268,0.1745,0.1726,M,,,,,,,,
y116,12,B,0.5,0.5,t5,0.2542,0.1678,0.1632,M,,,,,,,,
y116,1,B mixed,0.5,0.5,t5,,,0.1034,M,,,,,,,,
y116,2,B mixed,0.5,0.5,t5,,,0.1014,M,,,,,,,,
y116,3,B mixed,0.5,0.5,t5,,,0.0996,M,,,,,,,,
y116,4,B mixed,0.5,0.5,t5,,,0.0994,M,,,,,,,,
y116,5,B mixed,0.5,0.5,t5,,,0.1017,M,,,,,,,,
y116,6,B mixed,0.5,0.5,t5,,,0.1086,M,,,,,,,,
y116,7,B mixed,0.5,0.5,t5,,,0.4196,M,,,,,,,,
y116,8,B mixed,0.5,0.5,t5,,,0.5038,M,,,,,,,,
y116,9,B mixed,0.5,0.5,t5,,,0.0987,M,,,,,,,,
y116,10,B mixed,0.5,0.5,t5,,,0.4742,M,,,,,,,,
y116,11,B mixed,0.5,0.5,t5,,,0.0986,M,,,,,,,,
y116,12,B mixed,0.5,0.5,t5,,,0.0998,M,,,,,,,,
y116,1,A,2,0.5,t5,0.203,0.1597,0.1622,M,,,,,,,,
y116,2,A,2,0.5,t5,0.1932,0.1595,0.1636,M,,,,,,,,
y116,3,A,2,0.5,t5,0.2128,0.1567,0.1641,M,,,,,,,,
y116,4,A,2,0.5,t5,0.23,0.1703,0.173,M,,,,,,,,
y116,5,A,2,0.5,t5,0.2203,0.1629,0.17,M,,,,,,,,
y116,6,A,2,0.5,t5,0.2509,0.1653,0.18,M,,,,,,,,
y116,7,A,2,0.5,t5,0.3576,0.3982,0.5353,M,,,,,,,,
y116,8,A,2,0.5,t5,0.3746,0.4148,0.5767,M,,,,,,,,
y116,9,A,2,0.5,t5,0.2213,0.1602,0.1594,M,,,,,,,,
y116,10,A,2,0.5,t5,0.3365,0.3803,0.4943,M,,,,,,,,
y116,11,A,2,0.5,t5,0.2122,0.1581,0.1558,M,,,,,,,,
y116,12,A,2,0.5,t5,0.1907,0.1534,0.1492,M,,,,,,,,
y116,1,A mixed,2,0.5,t5,,,0.1066,M,,,,,,,,
y116,2,A mixed,2,0.5,t5,,,0.1076,M,,,,,,,,
y116,3,A mixed,2,0.5,t5,,,0.126,M,,,,,,,,
y116,4,A mixed,2,0.5,t5,,,0.1254,M,,,,,,,,
y116,5,A mixed,2,0.5,t5,,,0.129,M,,,,,,,,
y116,6,A mixed,2,0.5,t5,,,0.126,M,,,,,,,,
y116,7,A mixed,2,0.5,t5,,,0.4669,M,,,,,,,,
y116,8,A mixed,2,0.5,t5,,,0.597,M,,,,,,,,
y116,9,A mixed,2,0.5,t5,,,0.1278,M,,,,,,,,
y116,10,A mixed,2,0.5,t5,,,0.4838,M,,,,,,,,
y116,11,A mixed,2,0.5,t5,,,0.1237,M,,,,,,,,
y116,12,A mixed,2,0.5,t5,,,0.106,M,,,,,,,,
y116,1,B,2,0.5,t5,0.1684,0.149,0.1481,M,,,,,,,,
y116,2,B,2,0.5,t5,0.1694,0.1464,0.1396,M,,,,,,,,
y116,3,B,2,0.5,t5,0.2131,0.1791,0.1789,M,,,,,,,,
y116,4,B,2,0.5,t5,0.2074,0.1683,0.1711,M,,,,,,,,
y116,5,B,2,0.5,t5,0.1864,0.1553,0.1624,M,,,,,,,,
y116,6,B,2,0.5,t5,0.2001,0.1595,0.1657,M,,,,,,,,
y116,7,B,2,0.5,t5,0.2532,0.3457,0.5631,M,,,,,,,,
y116,8,B,2,0.5,t5,0.3041,0.3782,0.5618,M,,,,,,,,
y116,9,B,2,0.5,t5,0.1947,0.1593,0.163,M,,,,,,,,
y116,10,B,2,0.5,t5,0.301,0.3637,0.5349,M,,,,,,,,
y116,11,B,2,0.5,t5,0.2354,0.1754,0.1822,M,,,,,,,,
y116,12,B,2,0.5,t5,0.1792,0.1555,0.1509,M,,,,,,,,
y116,1,B mixed,2,0.5,t5,,,0.1055,M,,,,,,,,
y116,2,B mixed,2,0.5,t5,,,0.1159,M,,,,,,,,
y116,3,B mixed,2,0.5,t5,,,0.1165,M,,,,,,,,
y116,4,B mixed,2,0.5,t5,,,0.104,M,,,,,,,,
y116,5,B mixed,2,0.5,t5,,,0.1046,M,,,,,,,,
y116,6,B mixed,2,0.5,t5,,,0.1067,M,,,,,,,,
y116,7,B mixed,2,0.5,t5,,,0.5595,M,,,,,,,,
y116,8,B mixed,2,0.5,t5,,,0.5818,M,,,,,,,,
y116,9,B mixed,2,0.5,t5,,,0.334,M,,,,,,,,
y116,10,B mixed,2,0.5,t5,,,0.4863,M,,,,,,,,
y116,11,B mixed,2,0.5,t5,,,0.1037,M,,,,,,,,
y116,12,B mixed,2,0.5,t5,,,0.524,M,,,,,,,,
y116,1,A,8,0.5,t5,0.3074,0.3966,0.3611,M,,,,,,,,
y116,2,A,8,0.5,t5,0.3135,0.3798,0.3275,M,,,,,,,,
y116,3,A,8,0.5,t5,0.3279,0.3846,0.3266,M,,,,,,,,
y116,4,A,8,0.5,t5,0.3237,0.3791,0.3239,M,,,,,,,,
y116,5,A,8,0.5,t5,0.3052,0.3716,0.3344,M,,,,,,,,
y116,6,A,8,0.5,t5,0.2902,0.3631,0.3192,M,,,,,,,,
y116,7,A,8,0.5,t5,0.3529,0.5255,0.6057,M,,,,,,,,
y116,8,A,8,0.5,t5,0.4079,0.6959,0.8657,M,,,,,,,,
y116,9,A,8,0.5,t5,0.2792,0.372,0.3201,M,,,,,,,,
y116,10,A,8,0.5,t5,0.3964,0.5837,0.594,M,,,,,,,,
y116,11,A,8,0.5,t5,0.2754,0.3616,0.3317,M,,,,,,,,
y116,12,A,8,0.5,t5,0.2413,0.3374,0.3033,M,,,,,,,,
y116,1,A mixed,8,0.5,t5,,,0.1703,M,,,,,,,,
y116,2,A mixed,8,0.5,t5,,,0.1756,M,,,,,,,,
y116,3,A mixed,8,0.5,t5,,,0.1719,M,,,,,,,,
y116,4,A mixed,8,0.5,t5,,,0.1538,M,,,,,,,,
y116,5,A mixed,8,0.5,t5,,,0.1588,M,,,,,,,,
y116,6,A mixed,8,0.5,t5,,,0.163,M,,,,,,,,
y116,7,A mixed,8,0.5,t5,,,0.4442,M,,,,,,,,
y116,8,A mixed,8,0.5,t5,,,0.6879,M,,,,,,,,
y116,9,A mixed,8,0.5,t5,,,0.1529,M,,,,,,,,
y116,10,A mixed,8,0.5,t5,,,0.3714,M,,,,,,,,
y116,11,A mixed,8,0.5,t5,,,0.158,M,,,,,,,,
y116,12,A mixed,8,0.5,t5,,,0.1467,M,,,,,,,,
y116,1,B,8,0.5,t5,0.2248,0.3401,0.3162,M,,,,,,,,
y116,2,B,8,0.5,t5,0.247,0.3299,0.3072,M,,,,,,,,
y116,3,B,8,0.5,t5,0.2363,0.3283,0.3005,M,,,,,,,,
y116,4,B,8,0.5,t5,0.2712,0.3464,0.3136,M,,,,,,,,
y116,5,B,8,0.5,t5,0.2519,0.3433,0.3222,M,,,,,,,,
y116,6,B,8,0.5,t5,0.2443,0.3385,0.32,M,,,,,,,,
y116,7,B,8,0.5,t5,0.2939,0.4798,0.6044,M,,,,,,,,
y116,8,B,8,0.5,t5,0.3586,0.6646,0.8684,M,,,,,,,,
y116,9,B,8,0.5,t5,0.2398,0.3356,0.2988,M,,,,,,,,
y116,10,B,8,0.5,t5,0.2985,0.5088,0.604,M,,,,,,,,
y116,11,B,8,0.5,t5,0.2023,0.3442,0.3198,M,,,,,,,,
y116,12,B,8,0.5,t5,0.175,0.3443,0.3022,M,,,,,,,,
y116,1,B mixed,8,0.5,t5,,,0.1921,M,,,,,,,,
y116,2,B mixed,8,0.5,t5,,,0.1849,M,,,,,,,,
y116,3,B mixed,8,0.5,t5,,,0.1779,M,,,,,,,,
y116,4,B mixed,8,0.5,t5,,,0.1922,M,,,,,,,,
y116,5,B mixed,8,0.5,t5,,,0.1927,M,,,,,,,,
y116,6,B mixed,8,0.5,t5,,,0.1801,M,,,,,,,,
y116,7,B mixed,8,0.5,t5,,,0.7083,M,,,,,,,,
y116,8,B mixed,8,0.5,t5,,,0.6924,M,,,,,,,,
y116,9,B mixed,8,0.5,t5,,,0.1848,M,,,,,,,,
y116,10,B mixed,8,0.5,t5,,,0.4372,M,,,,,,,,
y116,11,B mixed,8,0.5,t5,,,0.184,M,,,,,,,,
y116,12,B mixed,8,0.5,t5,,,0.1589,M,,,,,,,,
y119,1,A,8,,t0,0.3062,0.9123,1.153,M,,,,,,,,
y119,2,A,4,,t0,0.3631,1.0694,1.189,M,,,,,,,,
y119,3,A,2,,t0,0.5181,1.0811,1.1233,M,,,,,,,,
y119,4,A,1,,t0,0.4323,1.1306,1.1184,M,,,,,,,,
y119,5,A,0.5,,t0,0.5423,1.1036,1.09,M,,,,,,,,
y119,6,A,0.25,,t0,0.6149,1.0783,1.1122,M,,,,,,,,
y119,7,A,0.125,,t0,0.7157,1.119,1.21,M,,,,,,,,
y119,8,A,0.63,,t0,0.7288,1.3129,1.2067,M,,,,,,,,
y119,9,A,0.31,,t0,1.3645,1.2455,1.1195,M,,,,,,,,
y119,10,A,0.016,,t0,1.3916,1.3192,1.1099,M,,,,,,,,
y119,11,A,0,,t0,1.3393,1.2561,1.1105,M,,,,,,,,
